i,t_v,tensión(V)
0,1668001305.6395545,+5.52016000E-04

0,1668001306.1595545,+5.52421000E-04

0,1668001306.6895545,+5.52827000E-04

0,1668001307.2095544,+5.54170000E-04

0,1668001307.7395546,+5.54795000E-04

0,1668001308.2595546,+5.54878000E-04

0,1668001308.7895544,+5.56169000E-04

0,1668001309.3095543,+5.57574000E-04

0,1668001309.8395545,+5.57366000E-04

0,1668001310.3595545,+5.58271000E-04

0,1668001310.8895545,+5.59895000E-04

0,1668001311.4175544,+5.60832000E-04

0,1668001311.9375544,+5.60634000E-04

0,1668001312.4675546,+5.62393000E-04

0,1668001312.9875546,+5.63507000E-04

0,1668001313.5155547,+5.63454000E-04

0,1668001314.0465546,+5.64454000E-04

0,1668001314.5665545,+5.66129000E-04

0,1668001315.0965545,+5.66223000E-04

0,1668001315.6235545,+5.66702000E-04

0,1668001316.1435544,+5.68159000E-04

0,1668001316.6735544,+5.69283000E-04

0,1668001317.1935544,+5.69314000E-04

0,1668001317.7235546,+5.70147000E-04

0,1668001318.2435546,+5.71708000E-04

0,1668001318.7735543,+5.71334000E-04

0,1668001319.2935545,+5.71521000E-04

0,1668001319.8235545,+5.72375000E-04

