i,t_v,Resistencia(Ohms)
0,1669221154.0136716,+1.30707900E+02
0,1669221154.4521484,+1.30838450E+02
0,1669221154.8925781,+1.30796840E+02
0,1669221155.3310547,+1.30850520E+02
0,1669221155.7695312,+1.30840010E+02
0,1669221156.2089844,+1.30885890E+02
0,1669221156.6484375,+1.30880480E+02
0,1669221157.0908203,+1.30890470E+02
0,1669221157.5292969,+1.30897230E+02
0,1669221157.96875,+1.30933120E+02
0,1669221158.4091797,+1.30927290E+02
0,1669221158.8466794,+1.30954340E+02
0,1669221159.285156,+1.30988560E+02
0,1669221159.727539,+1.30981280E+02
0,1669221160.1660154,+1.30988250E+02
0,1669221160.604492,+1.31026110E+02
0,1669221161.0449219,+1.31052330E+02
0,1669221161.4853513,+1.31161350E+02
0,1669221161.9296875,+1.31187140E+02
0,1669221162.3691404,+1.31167070E+02
0,1669221162.8066406,+1.31242380E+02
0,1669221163.2460938,+1.31217830E+02
0,1669221163.6845703,+1.31199420E+02
0,1669221164.1269531,+1.31209920E+02
0,1669221164.5664062,+1.31244040E+02
0,1669221165.0058594,+1.31278480E+02
0,1669221165.4462888,+1.31341000E+02
0,1669221165.8828125,+1.31287530E+02
0,1669221166.3222656,+1.31312490E+02
0,1669221166.7617188,+1.31416620E+02
0,1669221167.2001953,+1.31406950E+02
0,1669221167.6386719,+1.31402890E+02
0,1669221168.0761719,+1.31460000E+02
0,1669221168.515625,+1.31460000E+02
0,1669221168.9560544,+1.31463740E+02
0,1669221169.397461,+1.31458540E+02
0,1669221169.834961,+1.31472170E+02
0,1669221170.2714844,+1.31527720E+02
0,1669221170.7080076,+1.31541350E+02
0,1669221171.147461,+1.31589300E+02
0,1669221171.5878906,+1.31584830E+02
0,1669221172.0283203,+1.31581810E+02
0,1669221172.4658203,+1.31613230E+02
0,1669221172.9023438,+1.31620300E+02
0,1669221173.3408203,+1.31656500E+02
0,1669221173.7753906,+1.31673560E+02
0,1669221174.211914,+1.31768220E+02
0,1669221174.6494138,+1.31733790E+02
0,1669221175.0888672,+1.31746590E+02
0,1669221175.5332031,+1.31783100E+02
0,1669221175.9697266,+1.31791320E+02
0,1669221176.4082031,+1.31800680E+02
0,1669221176.84375,+1.31858210E+02
0,1669221177.2832031,+1.31848530E+02
0,1669221177.7226562,+1.31910840E+02
0,1669221178.1640625,+1.31931130E+02
0,1669221178.602539,+1.31929570E+02
0,1669221179.0419922,+1.31924780E+02
0,1669221179.4785156,+1.31962130E+02
0,1669221179.916992,+1.31987400E+02
0,1669221180.3574219,+1.32004150E+02
0,1669221180.7988281,+1.32001240E+02
0,1669221181.2421875,+1.32046490E+02
0,1669221181.6826172,+1.32095800E+02
0,1669221182.1220703,+1.32072810E+02
0,1669221182.5634766,+1.32107140E+02
0,1669221183.0039062,+1.32149370E+02
0,1669221183.444336,+1.32148230E+02
0,1669221183.8808594,+1.32150720E+02
0,1669221184.3261719,+1.32173300E+02
0,1669221184.765625,+1.32209600E+02
0,1669221185.2070312,+1.32283460E+02
0,1669221185.6484375,+1.32257450E+02
0,1669221186.0859375,+1.32272430E+02
0,1669221186.5253906,+1.32284290E+02
0,1669221186.961914,+1.32326320E+02
0,1669221187.401367,+1.32333180E+02
0,1669221187.8408203,+1.32312690E+02
0,1669221188.2783203,+1.32315390E+02
0,1669221188.7167969,+1.32341500E+02
0,1669221189.1572266,+1.32352110E+02
0,1669221189.5966797,+1.32381140E+02
0,1669221190.038086,+1.32434400E+02
0,1669221190.4804688,+1.32475690E+02
0,1669221190.9189453,+1.32481420E+02
0,1669221191.356445,+1.32495250E+02
0,1669221191.7958984,+1.32544870E+02
0,1669221192.2324219,+1.32532390E+02
0,1669221192.6699219,+1.32543310E+02
0,1669221193.1123047,+1.32572960E+02
0,1669221193.5478516,+1.32576910E+02
0,1669221193.9873047,+1.32566610E+02
0,1669221194.4277344,+1.32567130E+02
0,1669221194.868164,+1.32641720E+02
0,1669221195.3085938,+1.32693630E+02
0,1669221195.7490234,+1.32720880E+02
0,1669221196.1875,+1.32712870E+02
0,1669221196.6308594,+1.32720260E+02
0,1669221197.0751953,+1.32766230E+02
0,1669221197.517578,+1.32838220E+02
0,1669221197.9589841,+1.32855180E+02
0,1669221198.3964844,+1.32898660E+02
0,1669221198.8369138,+1.32870990E+02
0,1669221199.2763672,+1.32876600E+02
0,1669221199.7158203,+1.32901360E+02
0,1669221200.1542969,+1.32937560E+02
0,1669221200.5927734,+1.32973970E+02
0,1669221201.0332031,+1.32969810E+02
0,1669221201.4755857,+1.32990820E+02
0,1669221201.916992,+1.33010590E+02
0,1669221202.356445,+1.33042210E+02
0,1669221202.796875,+1.33074360E+02
0,1669221203.2382812,+1.33089540E+02
0,1669221203.6738281,+1.33100260E+02
0,1669221204.1152344,+1.33123560E+02
0,1669221204.5566406,+1.33171310E+02
0,1669221204.9960938,+1.33213750E+02
0,1669221205.4335935,+1.33226330E+02
0,1669221205.8730469,+1.33219570E+02
0,1669221206.3134766,+1.33260040E+02
0,1669221206.7519531,+1.33290520E+02
0,1669221207.1972656,+1.33315380E+02
0,1669221207.6347656,+1.33323910E+02
0,1669221208.0761719,+1.33313300E+02
0,1669221208.517578,+1.33311950E+02
0,1669221208.9570312,+1.33342430E+02
0,1669221209.3964844,+1.33354490E+02
0,1669221209.8369138,+1.33413990E+02
0,1669221210.2773438,+1.33457580E+02
0,1669221210.7128906,+1.33496070E+02
0,1669221211.15332,+1.33494200E+02
0,1669221211.5908203,+1.33476830E+02
0,1669221212.0302732,+1.33536540E+02
0,1669221212.4736328,+1.33571700E+02
0,1669221212.915039,+1.33594270E+02
0,1669221213.3544922,+1.33594370E+02
0,1669221213.7939453,+1.33596140E+02
0,1669221214.2333982,+1.33614970E+02
0,1669221214.6708984,+1.33639000E+02
0,1669221215.1103516,+1.33682270E+02
0,1669221215.5498044,+1.33689870E+02
0,1669221215.9892578,+1.33705580E+02
0,1669221216.4296875,+1.33693090E+02
0,1669221216.8671875,+1.33714310E+02
0,1669221217.303711,+1.33749160E+02
0,1669221217.7441406,+1.33787440E+02
0,1669221218.1835938,+1.33808350E+02
0,1669221218.6220703,+1.33825200E+02
0,1669221219.0615234,+1.33824790E+02
0,1669221219.4980466,+1.33820210E+02
0,1669221219.9335935,+1.33827490E+02
0,1669221220.3740234,+1.33820730E+02
0,1669221220.8115234,+1.33834360E+02
0,1669221221.2519531,+1.33885640E+02
0,1669221221.691406,+1.33914660E+02
0,1669221222.1337888,+1.33953150E+02
0,1669221222.5751953,+1.33971980E+02
0,1669221223.0146484,+1.33962100E+02
0,1669221223.4550781,+1.33982800E+02
0,1669221223.8916013,+1.33952320E+02
0,1669221224.3291016,+1.33934430E+02
0,1669221224.7685544,+1.33921950E+02
0,1669221225.2070312,+1.33957420E+02
0,1669221225.6484375,+1.33949510E+02
0,1669221226.0878906,+1.33944000E+02
0,1669221226.5253906,+1.33996220E+02
0,1669221226.9638672,+1.34052180E+02
0,1669221227.4033203,+1.34160680E+02
0,1669221227.8417969,+1.34189600E+02
0,1669221228.2841797,+1.34224760E+02
0,1669221228.7265625,+1.34230070E+02
0,1669221229.1601562,+1.34240570E+02
0,1669221229.6015627,+1.34267720E+02
0,1669221230.0390625,+1.34311930E+02
0,1669221230.4804688,+1.34323380E+02
0,1669221230.916992,+1.34356560E+02
0,1669221231.3603516,+1.34372060E+02
0,1669221231.8007812,+1.34361350E+02
0,1669221232.2402341,+1.34403580E+02
0,1669221232.680664,+1.34442800E+02
0,1669221233.118164,+1.34441240E+02
0,1669221233.5576172,+1.34445090E+02
0,1669221233.9960938,+1.34471920E+02
0,1669221234.4414062,+1.34523730E+02
0,1669221234.883789,+1.34546300E+02
0,1669221235.319336,+1.34570750E+02
0,1669221235.7636719,+1.34573560E+02
0,1669221236.2070312,+1.34574280E+02
0,1669221236.647461,+1.34608300E+02
0,1669221237.0878906,+1.34643670E+02
0,1669221237.5292969,+1.34677580E+02
0,1669221237.9716794,+1.34665720E+02
0,1669221238.4121094,+1.34690370E+02
0,1669221238.850586,+1.34720440E+02
0,1669221239.291992,+1.34716800E+02
0,1669221239.7285156,+1.34753410E+02
0,1669221240.1679688,+1.34770270E+02
0,1669221240.6103516,+1.34768080E+02
0,1669221241.0498044,+1.34799180E+02
0,1669221241.4921875,+1.34835910E+02
0,1669221241.9316406,+1.34862740E+02
0,1669221242.3652341,+1.34876470E+02
0,1669221242.8007812,+1.34889790E+02
0,1669221243.241211,+1.34903420E+02
0,1669221243.6835938,+1.34916110E+02
0,1669221244.1230469,+1.34916840E+02
0,1669221244.55957,+1.34927760E+02
0,1669221244.9980466,+1.34962190E+02
0,1669221245.4355469,+1.34976650E+02
0,1669221245.8759766,+1.34997140E+02
0,1669221246.3134766,+1.35015240E+02
0,1669221246.7597654,+1.35041870E+02
0,1669221247.196289,+1.35058520E+02
0,1669221247.6357422,+1.35070270E+02
0,1669221248.0751953,+1.35070690E+02
0,1669221248.5146484,+1.35076510E+02
0,1669221248.9541016,+1.35115310E+02
0,1669221249.3925781,+1.35157760E+02
0,1669221249.834961,+1.35166490E+02
0,1669221250.2773438,+1.35163060E+02
0,1669221250.7167969,+1.35206540E+02
0,1669221251.15625,+1.35232970E+02
0,1669221251.59375,+1.35265940E+02
0,1669221252.0332031,+1.35307340E+02
0,1669221252.4755857,+1.35328560E+02
0,1669221252.9179688,+1.35364450E+02
0,1669221253.3583984,+1.35388800E+02
0,1669221253.7958984,+1.35424370E+02
0,1669221254.2333982,+1.35465150E+02
0,1669221254.6708984,+1.35480020E+02
0,1669221255.109375,+1.35471080E+02
0,1669221255.5478516,+1.35488350E+02
0,1669221255.991211,+1.35507380E+02
0,1669221256.4277344,+1.35564080E+02
0,1669221256.8662107,+1.35586340E+02
0,1669221257.3066406,+1.35629720E+02
0,1669221257.7460938,+1.35625140E+02
0,1669221258.1855466,+1.35655720E+02
0,1669221258.625,+1.35683700E+02
0,1669221259.0654294,+1.35685990E+02
0,1669221259.508789,+1.35729790E+02
0,1669221259.9472656,+1.35726150E+02
0,1669221260.3886716,+1.35761930E+02
0,1669221260.8261719,+1.35769420E+02
0,1669221261.2636719,+1.35793350E+02
0,1669221261.7041013,+1.35814570E+02
0,1669221262.1455078,+1.35826630E+02
0,1669221262.5859375,+1.35875320E+02
0,1669221263.024414,+1.35868450E+02
0,1669221263.4638672,+1.35895080E+02
0,1669221263.9023438,+1.35923900E+02
0,1669221264.3417969,+1.35954790E+02
0,1669221264.7822263,+1.35974870E+02
0,1669221265.2226562,+1.35976530E+02
0,1669221265.6660154,+1.35976640E+02
0,1669221266.1054688,+1.36002330E+02
