i,t_v,Resistencia(Ohms)
0,1669217251.796875,+1.16609970E+02
0,1669217252.2392578,+1.16609450E+02
0,1669217252.6816406,+1.16609760E+02
0,1669217253.1220703,+1.16608720E+02
0,1669217253.5683594,+1.16608620E+02
0,1669217254.0048826,+1.16608930E+02
0,1669217254.444336,+1.16607890E+02
0,1669217254.8808594,+1.16608720E+02
0,1669217255.3222656,+1.16608510E+02
0,1669217255.7626953,+1.16607680E+02
0,1669217256.2021484,+1.16608620E+02
0,1669217256.6445312,+1.16608510E+02
0,1669217257.082031,+1.16608820E+02
0,1669217257.515625,+1.16607470E+02
0,1669217257.9531252,+1.16608720E+02
0,1669217258.3935547,+1.16609550E+02
0,1669217258.8339844,+1.16609140E+02
0,1669217259.2705078,+1.16609760E+02
0,1669217259.7167969,+1.16609350E+02
0,1669217260.15332,+1.16609350E+02
0,1669217260.5927734,+1.16609550E+02
0,1669217261.03125,+1.16608510E+02
0,1669217261.4716794,+1.16609140E+02
0,1669217261.9111326,+1.16609660E+02
0,1669217262.3525388,+1.16608820E+02
0,1669217262.7958984,+1.16608930E+02
0,1669217263.2353516,+1.16609240E+02
0,1669217263.6777344,+1.16609660E+02
0,1669217264.1171875,+1.16608720E+02
0,1669217264.5585938,+1.16609760E+02
0,1669217264.9990234,+1.16609030E+02
0,1669217265.4453125,+1.16608720E+02
0,1669217265.8896484,+1.16608930E+02
0,1669217266.3339844,+1.16609350E+02
0,1669217266.7763672,+1.16607780E+02
0,1669217267.2158203,+1.16608510E+02
0,1669217267.6582031,+1.16609450E+02
0,1669217268.0976562,+1.16608200E+02
0,1669217268.5371091,+1.16608510E+02
0,1669217268.9755857,+1.16608300E+02
0,1669217269.416992,+1.16608820E+02
0,1669217269.856445,+1.16609450E+02
0,1669217270.2939453,+1.16608300E+02
0,1669217270.734375,+1.16608620E+02
0,1669217271.1738281,+1.16608510E+02
0,1669217271.6210938,+1.16609030E+02
0,1669217272.0585938,+1.16608620E+02
0,1669217272.4980466,+1.16609450E+02
0,1669217272.9355469,+1.16608820E+02
0,1669217273.3759766,+1.16608100E+02
0,1669217273.8164062,+1.16607890E+02
0,1669217274.256836,+1.16609550E+02
0,1669217274.6972656,+1.16608930E+02
0,1669217275.1386719,+1.16608930E+02
0,1669217275.5771484,+1.16608620E+02
0,1669217276.0195312,+1.16608720E+02
0,1669217276.4580078,+1.16608410E+02
0,1669217276.897461,+1.16608300E+02
0,1669217277.3339844,+1.16608410E+02
0,1669217277.7675781,+1.16608820E+02
0,1669217278.2050781,+1.16609140E+02
0,1669217278.6494138,+1.16609030E+02
0,1669217279.0927734,+1.16607890E+02
0,1669217279.5292969,+1.16606950E+02
0,1669217279.9648438,+1.16607890E+02
0,1669217280.4033203,+1.16607990E+02
0,1669217280.8398435,+1.16609030E+02
0,1669217281.2792969,+1.16607990E+02
0,1669217281.7236328,+1.16608620E+02
0,1669217282.1611328,+1.16607990E+02
0,1669217282.600586,+1.16608620E+02
0,1669217283.0400388,+1.16607780E+02
0,1669217283.4814453,+1.16608300E+02
0,1669217283.9160156,+1.16607990E+02
0,1669217284.3613281,+1.16607890E+02
0,1669217284.8027344,+1.16608200E+02
0,1669217285.241211,+1.16607780E+02
0,1669217285.6787107,+1.16608410E+02
0,1669217286.1191406,+1.16607680E+02
0,1669217286.5585938,+1.16607990E+02
0,1669217287.0019531,+1.16608300E+02
0,1669217287.4423828,+1.16607780E+02
0,1669217287.8828125,+1.16608820E+02
0,1669217288.3291016,+1.16607990E+02
0,1669217288.7685544,+1.16607680E+02
0,1669217289.2070312,+1.16607580E+02
0,1669217289.6464841,+1.16607680E+02
0,1669217290.0898438,+1.16607890E+02
0,1669217290.5292969,+1.16608720E+02
0,1669217290.9667969,+1.16607680E+02
0,1669217291.4082031,+1.16607370E+02
0,1669217291.8466794,+1.16607990E+02
0,1669217292.2871094,+1.16607470E+02
0,1669217292.725586,+1.16607680E+02
0,1669217293.1679688,+1.16607990E+02
0,1669217293.6123047,+1.16607580E+02
0,1669217294.0566406,+1.16608620E+02
0,1669217294.4941406,+1.16608510E+02
0,1669217294.9345703,+1.16607780E+02
0,1669217295.3740234,+1.16608510E+02
0,1669217295.8134766,+1.16607680E+02
0,1669217296.2509766,+1.16607370E+02
0,1669217296.6904297,+1.16608720E+02
0,1669217297.1337888,+1.16608100E+02
0,1669217297.5742188,+1.16608300E+02
0,1669217298.0126953,+1.16607890E+02
0,1669217298.4511719,+1.16608410E+02
0,1669217298.8886716,+1.16608820E+02
0,1669217299.3320312,+1.16607580E+02
0,1669217299.7734375,+1.16608100E+02
0,1669217300.2109375,+1.16607680E+02
0,1669217300.65332,+1.16607680E+02
0,1669217301.0957031,+1.16607890E+02
0,1669217301.5371091,+1.16607370E+02
0,1669217301.9785156,+1.16607780E+02
0,1669217302.4189453,+1.16606430E+02
0,1669217302.8603516,+1.16607780E+02
0,1669217303.2988281,+1.16607060E+02
0,1669217303.7382812,+1.16607780E+02
0,1669217304.1777344,+1.16608200E+02
0,1669217304.6171875,+1.16608100E+02
0,1669217305.055664,+1.16608100E+02
0,1669217305.4970703,+1.16608100E+02
0,1669217305.9375,+1.16607370E+02
0,1669217306.378906,+1.16608620E+02
0,1669217306.819336,+1.16608100E+02
0,1669217307.256836,+1.16608620E+02
0,1669217307.6972656,+1.16607370E+02
0,1669217308.1376953,+1.16607890E+02
0,1669217308.5751953,+1.16607470E+02
0,1669217309.017578,+1.16606540E+02
0,1669217309.4560544,+1.16607260E+02
0,1669217309.8964844,+1.16608300E+02
0,1669217310.3369138,+1.16607580E+02
0,1669217310.7783203,+1.16608300E+02
0,1669217311.2197266,+1.16608100E+02
0,1669217311.6591794,+1.16607470E+02
0,1669217312.100586,+1.16607470E+02
0,1669217312.5429685,+1.16608100E+02
0,1669217312.9833984,+1.16607370E+02
0,1669217313.4208982,+1.16608200E+02
0,1669217313.8623044,+1.16607780E+02
0,1669217314.2998047,+1.16607370E+02
0,1669217314.7392578,+1.16607470E+02
0,1669217315.1777344,+1.16607160E+02
0,1669217315.618164,+1.16607470E+02
0,1669217316.0576172,+1.16606740E+02
0,1669217316.4980466,+1.16607370E+02
0,1669217316.9384766,+1.16607370E+02
0,1669217317.3769531,+1.16607060E+02
0,1669217317.8164062,+1.16607260E+02
0,1669217318.2558591,+1.16607370E+02
0,1669217318.694336,+1.16606950E+02
0,1669217319.1328125,+1.16607680E+02
0,1669217319.571289,+1.16607370E+02
0,1669217320.008789,+1.16607160E+02
0,1669217320.4492188,+1.16607990E+02
0,1669217320.8876953,+1.16606740E+02
0,1669217321.3261719,+1.16606850E+02
0,1669217321.7626953,+1.16607470E+02
0,1669217322.1992188,+1.16606430E+02
0,1669217322.6376953,+1.16606430E+02
0,1669217323.0732422,+1.16607060E+02
0,1669217323.508789,+1.16607990E+02
0,1669217323.9453125,+1.16607060E+02
0,1669217324.3818357,+1.16606740E+02
