i,t_v,Resistencia(Ohms)
0,1669219392.7060547,+1.25232450E+02
0,1669219393.1445312,+1.25232970E+02
0,1669219393.5830078,+1.25230890E+02
0,1669219394.022461,+1.25229120E+02
0,1669219394.4648438,+1.25227460E+02
0,1669219394.9033203,+1.25225170E+02
0,1669219395.3369138,+1.25224030E+02
0,1669219395.7802734,+1.25222360E+02
0,1669219396.2226562,+1.25219760E+02
0,1669219396.6601562,+1.25218200E+02
0,1669219397.1015627,+1.25216120E+02
0,1669219397.5419922,+1.25215600E+02
0,1669219397.9814453,+1.25213420E+02
0,1669219398.4238281,+1.25210500E+02
0,1669219398.8652341,+1.25208420E+02
0,1669219399.3046875,+1.25205720E+02
0,1669219399.7431638,+1.25202490E+02
0,1669219400.1826172,+1.25196980E+02
0,1669219400.6240232,+1.25193650E+02
0,1669219401.0664062,+1.25188240E+02
0,1669219401.510742,+1.25184700E+02
0,1669219401.9501953,+1.25181580E+02
0,1669219402.3876953,+1.25180750E+02
0,1669219402.8271482,+1.25178360E+02
0,1669219403.2646484,+1.25178780E+02
0,1669219403.7041013,+1.25178360E+02
0,1669219404.1435544,+1.25177940E+02
0,1669219404.5859375,+1.25175130E+02
0,1669219405.026367,+1.25172530E+02
0,1669219405.461914,+1.25171810E+02
0,1669219405.9023438,+1.25168890E+02
0,1669219406.3408203,+1.25160260E+02
0,1669219406.7802734,+1.25157140E+02
0,1669219407.21875,+1.25156830E+02
0,1669219407.6601562,+1.25155470E+02
0,1669219408.0996094,+1.25155470E+02
0,1669219408.538086,+1.25154330E+02
0,1669219408.9765625,+1.25151730E+02
0,1669219409.4160156,+1.25145590E+02
0,1669219409.8544922,+1.25144970E+02
0,1669219410.2910156,+1.25144970E+02
0,1669219410.7353516,+1.25143200E+02
0,1669219411.175781,+1.25141950E+02
0,1669219411.6171875,+1.25137890E+02
0,1669219412.0585938,+1.25136850E+02
0,1669219412.495117,+1.25134360E+02
0,1669219412.9335935,+1.25131440E+02
0,1669219413.375,+1.25130400E+02
0,1669219413.8203125,+1.25129990E+02
0,1669219414.2597654,+1.25127280E+02
0,1669219414.703125,+1.25124270E+02
0,1669219415.1425781,+1.25121870E+02
0,1669219415.5810547,+1.25120000E+02
0,1669219416.0195312,+1.25119380E+02
0,1669219416.4580078,+1.25116150E+02
0,1669219416.8984373,+1.25114900E+02
0,1669219417.3388672,+1.25111680E+02
0,1669219417.7773438,+1.25111260E+02
0,1669219418.2167966,+1.25107410E+02
0,1669219418.6542969,+1.25105130E+02
0,1669219419.09375,+1.25101170E+02
0,1669219419.5322266,+1.25098470E+02
0,1669219419.9736328,+1.25095660E+02
0,1669219420.413086,+1.25092960E+02
0,1669219420.8496091,+1.25091810E+02
0,1669219421.288086,+1.25091710E+02
0,1669219421.725586,+1.25088590E+02
0,1669219422.165039,+1.25090250E+02
0,1669219422.604492,+1.25087750E+02
0,1669219423.0449219,+1.25086610E+02
0,1669219423.4833984,+1.25084430E+02
0,1669219423.916992,+1.25081200E+02
0,1669219424.3574219,+1.25078910E+02
0,1669219424.7939453,+1.25076620E+02
0,1669219425.2382812,+1.25074230E+02
0,1669219425.675781,+1.25073500E+02
0,1669219426.1191406,+1.25070900E+02
0,1669219426.5566406,+1.25067990E+02
0,1669219426.993164,+1.25066120E+02
0,1669219427.4326172,+1.25064660E+02
0,1669219427.8710938,+1.25062370E+02
0,1669219428.3125,+1.25060810E+02
0,1669219428.7539062,+1.25058520E+02
0,1669219429.196289,+1.25057170E+02
0,1669219429.6347656,+1.25054260E+02
0,1669219430.0732422,+1.25053950E+02
0,1669219430.5136716,+1.25051550E+02
0,1669219430.9492188,+1.25050830E+02
0,1669219431.3916013,+1.25049580E+02
0,1669219431.8300781,+1.25047290E+02
0,1669219432.2695312,+1.25046140E+02
0,1669219432.7089844,+1.25045100E+02
0,1669219433.147461,+1.25042300E+02
0,1669219433.586914,+1.25040010E+02
0,1669219434.0273435,+1.25037200E+02
0,1669219434.4648438,+1.25035220E+02
0,1669219434.9042966,+1.25034810E+02
0,1669219435.3427734,+1.25033350E+02
