i,t_v,tensión(V)
0,1668002543.99512,+5.93000000E-07

0,1668002544.5151148,-4.20000000E-08

0,1668002545.0451095,+2.51900000E-06

0,1668002545.5651045,+1.17600000E-06

0,1668002546.095099,+2.68500000E-06

0,1668002546.6150937,+1.94600000E-06

0,1668002547.1450884,+3.91400000E-06

0,1668002547.6650834,+2.63300000E-06

0,1668002548.195078,+5.43300000E-06

0,1668002548.7150729,+4.24700000E-06

0,1668002549.2450676,+8.38900000E-06

0,1668002549.7660623,+9.34700000E-06

0,1668002550.296057,+8.73300000E-06

0,1668002550.8160517,+9.44100000E-06

0,1668002551.3360467,+7.26500000E-06

0,1668002551.8660414,+1.10430000E-05

0,1668002552.3860362,+1.14390000E-05

0,1668002552.9160306,+1.16160000E-05

0,1668002553.4360256,+1.68200000E-05

0,1668002553.9660203,+1.49880000E-05

0,1668002554.486015,+1.66430000E-05

0,1668002555.0160098,+1.52480000E-05

0,1668002555.5360045,+1.44780000E-05

0,1668002556.0659993,+1.77260000E-05

0,1668002556.585994,+2.11190000E-05

0,1668002557.1159887,+1.81520000E-05

0,1668002557.6359837,+1.86420000E-05

0,1668002558.1669784,+2.15250000E-05

0,1668002558.686973,+2.34090000E-05

0,1668002559.2069678,+2.58860000E-05

0,1668002559.7369626,+2.20870000E-05

0,1668002560.2609575,+2.36270000E-05

0,1668002560.7909522,+2.26070000E-05

0,1668002561.3109472,+2.21180000E-05

0,1668002561.8319418,+2.35130000E-05

0,1668002562.3649366,+2.46270000E-05

0,1668002562.8849313,+2.55530000E-05

0,1668002563.414926,+1.89540000E-05

0,1668002563.934921,+2.56670000E-05

0,1668002564.4649158,+2.61570000E-05

0,1668002564.9849102,+2.48970000E-05

0,1668002565.514905,+2.90090000E-05

0,1668002566.0349,+2.70310000E-05

0,1668002566.5588949,+3.07260000E-05

0,1668002567.0888896,+3.09130000E-05

0,1668002567.6088843,+2.90500000E-05

0,1668002568.138879,+3.44110000E-05

0,1668002568.6688738,+3.16110000E-05

0,1668002569.1888685,+3.06950000E-05

0,1668002569.718863,+3.83140000E-05

0,1668002570.244858,+4.01560000E-05

0,1668002570.764853,+4.10510000E-05

0,1668002571.2878478,+3.81160000E-05

0,1668002571.8148427,+4.05520000E-05

0,1668002572.3448374,+3.84280000E-05

0,1668002572.864832,+4.17490000E-05

0,1668002573.3948267,+3.99690000E-05

0,1668002573.9148216,+4.35600000E-05

0,1668002574.4448164,+4.28520000E-05

0,1668002574.964811,+4.53600000E-05

0,1668002575.496806,+4.55370000E-05

0,1668002576.0168009,+4.62030000E-05

0,1668002576.5467956,+4.26640000E-05

0,1668002577.06679,+4.63070000E-05

0,1668002577.5967848,+4.69630000E-05

0,1668002578.1267796,+4.42570000E-05

0,1668002578.6467743,+4.49750000E-05

0,1668002579.1707695,+5.04600000E-05

0,1668002579.7007642,+5.23760000E-05

0,1668002580.2207587,+5.12520000E-05

0,1668002580.7507536,+5.27610000E-05

0,1668002581.2707484,+5.13240000E-05

0,1668002581.800743,+5.38430000E-05

0,1668002582.3207378,+5.80590000E-05

0,1668002582.8507326,+5.70910000E-05

0,1668002583.3807273,+5.21670000E-05

0,1668002583.9007223,+5.93290000E-05

0,1668002584.430717,+5.71950000E-05

0,1668002584.9507115,+5.61120000E-05

0,1668002585.4807062,+6.38460000E-05

0,1668002586.0007012,+5.93910000E-05

0,1668002586.5306957,+6.09730000E-05

0,1668002587.0506907,+6.24410000E-05

0,1668002587.5806854,+6.35230000E-05

0,1668002588.10068,+6.75930000E-05

0,1668002588.6306746,+6.43140000E-05

0,1668002589.1506696,+6.49180000E-05

0,1668002589.6806643,+6.44180000E-05

0,1668002590.2016592,+7.06530000E-05

0,1668002590.731654,+6.75930000E-05

0,1668002591.2516484,+6.64790000E-05

0,1668002591.7816432,+6.81650000E-05

0,1668002592.3016381,+6.95910000E-05

0,1668002592.8316329,+7.00910000E-05

0,1668002593.3516276,+7.27030000E-05

0,1668002593.8816223,+7.03720000E-05

0,1668002594.401617,+6.86550000E-05

0,1668002594.9216118,+7.12460000E-05

0,1668002595.4516065,+7.15170000E-05

0,1668002595.9716015,+7.32240000E-05

0,1668002596.5015962,+7.29740000E-05

0,1668002597.0215907,+7.03930000E-05

0,1668002597.5515854,+7.32030000E-05

0,1668002598.0715804,+7.08300000E-05

0,1668002598.6015751,+7.47750000E-05

0,1668002599.1215699,+7.23810000E-05

0,1668002599.6515646,+7.66070000E-05

0,1668002600.1725593,+7.76370000E-05

0,1668002600.7025542,+7.27560000E-05

0,1668002601.222549,+7.46810000E-05

0,1668002601.7525434,+7.27870000E-05

0,1668002602.2725384,+7.36190000E-05

0,1668002602.8025331,+7.21410000E-05

0,1668002603.322528,+7.14540000E-05

0,1668002603.8525226,+7.66900000E-05

