i,t_v,tensión(V)
0,1668007991.2716022,+9.81773000E-04

0,1668007991.7915916,+9.82002000E-04

0,1668007992.3215814,+9.81689000E-04

0,1668007992.8415709,+9.81856000E-04

0,1668007993.3625605,+9.81669000E-04

0,1668007993.89255,+9.81554000E-04

0,1668007994.4225392,+9.81398000E-04

0,1668007994.9425287,+9.81648000E-04

0,1668007995.4725182,+9.81315000E-04

0,1668007995.992508,+9.81315000E-04

0,1668007996.5224972,+9.81127000E-04

0,1668007997.0424867,+9.81127000E-04

0,1668007997.5724761,+9.80805000E-04

0,1668007998.0924659,+9.80867000E-04

0,1668007998.6224554,+9.81200000E-04

0,1668007999.1504452,+9.80815000E-04

0,1668007999.6704352,+9.80846000E-04

0,1668008000.2004244,+9.80773000E-04

0,1668008000.728414,+9.80659000E-04

0,1668008001.2484038,+9.80534000E-04

0,1668008001.778393,+9.80097000E-04

0,1668008002.2983825,+9.80149000E-04

0,1668008002.828372,+9.80180000E-04

0,1668008003.3583612,+9.80066000E-04

0,1668008003.8783512,+9.79753000E-04

0,1668008004.4083405,+9.79962000E-04

0,1668008004.92833,+9.79639000E-04

0,1668008005.4623196,+9.79462000E-04

0,1668008005.982309,+9.79472000E-04

0,1668008006.5122986,+9.79400000E-04

0,1668008007.0322883,+9.79254000E-04

0,1668008007.5622776,+9.79171000E-04

0,1668008008.082267,+9.78931000E-04

0,1668008008.6122565,+9.78983000E-04

0,1668008009.1422458,+9.78421000E-04

0,1668008009.6622357,+9.78317000E-04

0,1668008010.192225,+9.78067000E-04

0,1668008010.7182148,+9.77859000E-04

0,1668008011.2422044,+9.77401000E-04

0,1668008011.772194,+9.77297000E-04

0,1668008012.2921834,+9.76933000E-04

0,1668008012.8221726,+9.76891000E-04

0,1668008013.3431623,+9.76631000E-04

0,1668008013.8731518,+9.76350000E-04

0,1668008014.3931415,+9.76256000E-04

0,1668008014.923131,+9.76235000E-04

0,1668008015.4431205,+9.76527000E-04

0,1668008015.9731097,+9.76131000E-04

0,1668008016.5000994,+9.75954000E-04

0,1668008017.0200891,+9.76027000E-04

0,1668008017.5500784,+9.76079000E-04

0,1668008018.070068,+9.75944000E-04

0,1668008018.6000574,+9.76267000E-04

0,1668008019.121047,+9.75986000E-04

0,1668008019.6410365,+9.76131000E-04

0,1668008020.171026,+9.76464000E-04

0,1668008020.6910157,+9.76402000E-04

0,1668008021.221005,+9.76444000E-04

0,1668008021.7509944,+9.76464000E-04

0,1668008022.270984,+9.77078000E-04

0,1668008022.8009734,+9.76818000E-04

0,1668008023.3209631,+9.76423000E-04

0,1668008023.8509524,+9.76287000E-04

0,1668008024.3709419,+9.76152000E-04

0,1668008024.9009314,+9.76194000E-04

0,1668008025.420921,+9.76183000E-04

0,1668008025.9509106,+9.76173000E-04

0,1668008026.4709,+9.75996000E-04

0,1668008027.0008893,+9.75788000E-04

0,1668008027.520879,+9.75538000E-04

0,1668008028.0508685,+9.75621000E-04

0,1668008028.570858,+9.75382000E-04

0,1668008029.1008472,+9.75247000E-04

0,1668008029.6208372,+9.75194000E-04

0,1668008030.1508265,+9.75340000E-04

0,1668008030.680816,+9.75059000E-04

0,1668008031.1978056,+9.75090000E-04
