i,t_v,tensión(V)
0,1668614629.3486328,+1.20930000E+02
0,1668614629.7861328,+1.20930940E+02
0,1668614630.2265625,+1.20930520E+02
0,1668614630.6621091,+1.20931870E+02
0,1668614631.0986328,+1.20932500E+02
0,1668614631.538086,+1.20933330E+02
0,1668614631.9765625,+1.20933540E+02
0,1668614632.4160156,+1.20932810E+02
0,1668614632.856445,+1.20933640E+02
0,1668614633.296875,+1.20934370E+02
0,1668614633.7363281,+1.20934270E+02
0,1668614634.1728516,+1.20935410E+02
0,1668614634.6191406,+1.20936240E+02
0,1668614635.0576172,+1.20936140E+02
0,1668614635.4980466,+1.20936970E+02
0,1668614635.9384766,+1.20937800E+02
0,1668614636.3808594,+1.20937590E+02
0,1668614636.821289,+1.20938530E+02
0,1668614637.2626953,+1.20938740E+02
0,1668614637.7021484,+1.20938320E+02
0,1668614638.1386719,+1.20939880E+02
0,1668614638.5791013,+1.20939570E+02
0,1668614639.0195312,+1.20940720E+02
0,1668614639.4580078,+1.20941030E+02
0,1668614639.8935547,+1.20941550E+02
0,1668614640.3291016,+1.20941760E+02
0,1668614640.7685544,+1.20942380E+02
0,1668614641.2080076,+1.20942900E+02
0,1668614641.6464841,+1.20944250E+02
0,1668614642.0859375,+1.20944360E+02
0,1668614642.522461,+1.20944670E+02
0,1668614642.9628904,+1.20945190E+02
0,1668614643.399414,+1.20945190E+02
0,1668614643.8408203,+1.20946330E+02
0,1668614644.2783203,+1.20946330E+02
0,1668614644.713867,+1.20946230E+02
0,1668614645.1542969,+1.20947270E+02
0,1668614645.5888672,+1.20947580E+02
0,1668614646.024414,+1.20948830E+02
0,1668614646.4648438,+1.20948830E+02
0,1668614646.9003906,+1.20949040E+02
0,1668614647.3369138,+1.20949250E+02
0,1668614647.774414,+1.20949970E+02
0,1668614648.2089844,+1.20951530E+02
0,1668614648.6445312,+1.20952050E+02
0,1668614649.082031,+1.20952680E+02
0,1668614649.517578,+1.20952570E+02
0,1668614649.9531252,+1.20953720E+02
0,1668614650.3886716,+1.20953510E+02
0,1668614650.8261719,+1.20954130E+02
0,1668614651.2626953,+1.20955170E+02
0,1668614651.6992188,+1.20955590E+02
0,1668614652.1347656,+1.20956730E+02
0,1668614652.5693357,+1.20957150E+02
0,1668614653.0039062,+1.20956940E+02
0,1668614653.4404294,+1.20957880E+02
0,1668614653.8759766,+1.20959340E+02
0,1668614654.3134766,+1.20957880E+02
0,1668614654.7539062,+1.20959650E+02
0,1668614655.1894531,+1.20959650E+02
0,1668614655.6269531,+1.20961000E+02
0,1668614656.0683594,+1.20961000E+02
0,1668614656.510742,+1.20961520E+02
0,1668614656.9462888,+1.20963290E+02
0,1668614657.3808594,+1.20963080E+02
0,1668614657.8173828,+1.20962660E+02
0,1668614658.2529294,+1.20964430E+02
0,1668614658.6884763,+1.20963700E+02
0,1668614659.1240232,+1.20964330E+02
0,1668614659.5605469,+1.20964640E+02
0,1668614659.9970703,+1.20966100E+02
0,1668614660.4345703,+1.20966100E+02
0,1668614660.8701172,+1.20966100E+02
0,1668614661.3066406,+1.20967450E+02
0,1668614661.7441406,+1.20967970E+02
0,1668614662.1816406,+1.20967970E+02
0,1668614662.6171875,+1.20967870E+02
0,1668614663.0546875,+1.20969840E+02
0,1668614663.4941406,+1.20969430E+02
0,1668614663.9335935,+1.20971090E+02
0,1668614664.3691404,+1.20970050E+02
0,1668614664.805664,+1.20971090E+02
0,1668614665.241211,+1.20971090E+02
0,1668614665.6787107,+1.20972650E+02
0,1668614666.1152344,+1.20972230E+02
0,1668614666.5507812,+1.20973270E+02
0,1668614666.9873047,+1.20973480E+02
0,1668614667.4248047,+1.20974110E+02
0,1668614667.8642578,+1.20974320E+02
0,1668614668.3046875,+1.20975040E+02
0,1668614668.7441406,+1.20975670E+02
